name;datetime;tempmax;tempmin;temp;dew;humidity;precip;windspeed;winddir;sealevelpressure;cloudcover;solarradiation;solarenergy;uvindex;stations
Dong Thap;12/09/2021;31;26;27.9;25;84.7;0.4;29;256.4;1005.5;64.8;149.5;12.9;6;48907099999,VVCT,48912599999,remote
Dong Thap;13/09/2021;31;26;27.8;25.6;88.2;8.4;27.4;248.8;1006.1;63.1;188.4;16.4;7;48907099999,VVCT,48912599999
Dong Thap;14/09/2021;28.1;24;26.1;25.2;94.7;10;22.3;247.3;1008.4;90;93.7;8.1;4;48907099999,VVCT,48912599999,remote
Dong Thap;15/09/2021;30;24;26.4;23.2;83.5;124;15.2;237.3;1009.9;60.5;123.5;10.5;6;48907099999,VVCT,48912599999
Dong Thap;16/09/2021;32.7;24;28.1;22.7;74.7;0.1;10.8;208.7;1009.5;46.1;250.5;21.7;9;48907099999,VVCT,48912599999,remote
Dong Thap;17/09/2021;33;25;27.9;23.2;77.3;7.1;22.3;206.2;1009.1;45.8;219.6;18.9;8;48907099999,VVCT,48912599999
Dong Thap;18/09/2021;33;25;28.1;24;80;4.1;16.6;65.6;1008.7;54.5;234.8;20.5;9;48907099999,VVCT,48912599999,remote
Dong Thap;19/09/2021;30;24;26.2;24.3;89.9;14;11.2;250.3;1008.7;75.9;72.7;6.2;3;48907099999,VVCT,48912599999,remote
Dong Thap;20/09/2021;29;24;25.4;24;92.3;12;17.9;237.1;1008.7;76.6;142.2;12.2;6;48907099999,VVCT,48912599999,remote
Dong Thap;21/09/2021;29;24;26.4;23.8;86.4;24;16.6;200.3;1008.3;69.4;164.9;14.2;8;48907099999,VVCT,48912599999,remote
Dong Thap;22/09/2021;28.8;24;26.2;23.5;85.7;34.7;16.6;244.1;1008.2;68;145;12.5;5;48907099999,VVCT,48912599999,remote
Dong Thap;23/09/2021;30;23;26.9;23.1;81.1;0.3;16.6;256.1;1008.9;78.2;110.4;9.6;5;48907099999,VVCT,48912599999
Dong Thap;24/09/2021;29;25;26.8;24;85.1;5;20.5;237.3;1008.6;76.3;102.6;8.7;5;48907099999,VVCT,48912599999,remote
Dong Thap;25/09/2021;31;24;26.8;22.7;79.1;12.2;21.8;251.4;1008.3;71.4;170.2;14.8;7;48907099999,VVCT,48912599999,remote
Dong Thap;26/09/2021;32;25;27.3;22.4;76.4;7.5;16.6;257.6;1007.7;62.1;201.7;17.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;27/09/2021;31;25;27.6;24.1;82.5;4.1;16.6;112.2;1007.9;52.5;194.9;16.9;7;48907099999,VVCT,48912599999,remote
Dong Thap;28/09/2021;33.8;25;27.5;25.2;88.8;1;18.4;67;1008.2;51.5;215.8;18.7;7;48907099999,VVCT,48912599999
Dong Thap;29/09/2021;33;25;27.6;25;87.5;0.1;14.8;186;1007.8;65.4;192.3;16.8;8;48907099999,VVCT,48912599999
Dong Thap;30/09/2021;31;25;27.3;25.3;89.5;0.1;12.5;201.8;1008.5;65.4;197.1;17.1;7;48907099999,VVCT,48912599999,remote
Dong Thap;01/10/2021;34;25;27.8;24.9;86.5;11.6;16.6;217.7;1009;59.6;212.9;18.6;9;48907099999,VVCT,48912599999
Dong Thap;02/10/2021;31;24;26.1;24.5;91.4;6.9;18.4;222.5;1009.9;74.8;137;11.9;7;VVCT,48912599999,remote
Dong Thap;03/10/2021;31;25;27.6;24.8;86.3;5.4;9.4;0.2;1008.5;62.3;131.3;11.3;5;VVCT,48912599999
Dong Thap;04/10/2021;32;24;27.4;24.7;86.3;0.2;9.4;273.1;1007.1;59.8;167.5;14.5;8;48907099999,VVCT,48912599999,remote
Dong Thap;05/10/2021;30;24;25.7;24.7;94.4;14.3;13;265.9;1006.2;71.8;174.4;15;8;48907099999,VVCT,48912599999
Dong Thap;06/10/2021;29;25;26.5;25.4;93.8;0.2;9.4;250.3;1005;88.6;52.3;4.4;3;48907099999,VVCT,48912599999
Dong Thap;07/10/2021;31;24;26.5;24.8;90.9;10.9;18;250.1;1004.4;87.1;104.6;9.2;4;48907099999,VVCT,48912599999,remote
Dong Thap;08/10/2021;30;24;26.9;24.9;89.4;13.8;22.2;239.8;1005.3;89.1;135.6;11.6;6;48907099999,VVCT,48912599999,remote
Dong Thap;09/10/2021;32;25;27.3;25.2;89.3;20.1;28.5;228;1006.6;76.8;163.2;14.2;7;48907099999,VVCT,48912599999,remote
Dong Thap;10/10/2021;30.7;25;27.1;24.6;86.9;2;25.9;232.1;1006;57.8;178.3;15.4;7;48907099999,VVCT,48912599999
Dong Thap;11/10/2021;28.1;24;25.9;24.7;93.3;18;21.3;230.3;1005.9;69.4;99.8;8.7;4;48907099999,VVCT,48912599999
Dong Thap;12/10/2021;30;24.8;26.8;24.6;88.4;57;24.3;237.5;1005.8;78.6;83.5;7.2;5;48907099999,VVCT,48912599999,remote
Dong Thap;13/10/2021;31;25;27.1;25.5;91.4;3;27.7;238.8;1004.6;79.3;136;11.7;7;48907099999,VVCT,48912599999
Dong Thap;14/10/2021;32;25;27.6;25.2;87.2;0.7;27.7;223.4;1005.5;53.8;151.9;13.2;6;48907099999,VVCT,48912599999
Dong Thap;15/10/2021;31;25;26.1;25.3;95.5;0.1;7.6;231.8;1006.6;72;201.7;17.3;8;48907099999,VVCT,48912599999
Dong Thap;16/10/2021;29;25;26.1;25.4;96;2;7.6;105.9;1007.6;88.9;76.6;6.8;4;48907099999,VVCT,48912599999
Dong Thap;17/10/2021;29;23;25.5;24.2;93;5;13;275.7;1008.5;80;147.2;12.6;7;48907099999,VVCT,48912599999,remote
Dong Thap;18/10/2021;30.9;24;26.7;25;90.8;99;7.5;31.7;1009.7;59.3;163.6;14.2;5;48907099999,VVCT,48912599999,remote
Dong Thap;19/10/2021;34;25;28.2;24.8;83.6;4.2;11.2;90.5;1012.1;49.3;215.3;18.4;8;48907099999,VVCT,48912599999
Dong Thap;20/10/2021;31;24;26;24.9;94.3;6;13;202;1012.4;74.1;107.1;9.2;4;48907099999,VVCT,48912599999
Dong Thap;21/10/2021;30.9;24;26.3;24.7;91.9;1.2;13.8;46.4;1011.6;73.4;196.8;17;9;48907099999,VVCT,48912599999
Dong Thap;22/10/2021;30.1;24;26.3;24.8;92.4;0.2;14.9;89.7;1011.8;69.9;153.5;13.2;7;48907099999,VVCT,48912599999
Dong Thap;23/10/2021;32;24;26.6;24.5;89.6;1;22.3;53.1;1011.9;58.8;180.8;15.4;6;48907099999,VVCT,48912599999
Dong Thap;24/10/2021;32;23;26.7;24.4;88.4;3.2;14.8;18.8;1010.7;62.9;211.1;18.2;8;48907099999,VVCT,48912599999
Dong Thap;25/10/2021;31.7;24;27;24.5;87.2;4;12.7;0.6;1009.4;66;205.9;17.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;26/10/2021;31;24;27.5;23.3;79.2;0;11.2;347.9;1008.5;75.9;198.6;17.2;7;48907099999,VVCT,48912599999
Dong Thap;27/10/2021;29.3;25;27;24.3;85.4;6.5;9.4;326.2;1008.7;89.4;58.9;5.2;2;48907099999,VVCT,48912599999,remote
Dong Thap;28/10/2021;32;24;26.8;25.1;91.1;7;14.8;94.8;1010.1;59.5;223.2;19.1;8;48907099999,VVCT,48912599999
Dong Thap;29/10/2021;32;24;27.7;24.8;85.5;12.1;14.3;90;1011.4;50.1;200.7;17.2;8;48907099999,VVCT,48912599999,remote
Dong Thap;30/10/2021;32;25;27.9;24.9;85;2.3;18.8;61.7;1011.4;58.1;203.2;17.7;7;48907099999,VVCT,48912599999
Dong Thap;31/10/2021;32;25;27.2;25.3;89.8;0.7;14.8;66.2;1011.6;48.3;203.8;17.8;8;48907099999,VVCT,48912599999
Dong Thap;01/11/2021;31.2;24;27.6;23.9;81.4;14;22.3;91.5;1010.8;52.9;241.4;20.7;9;48907099999,VVCT,48912599999,remote
Dong Thap;02/11/2021;32.1;25;27.9;24.2;81.6;0.3;16.9;66.4;1010.7;50;236.8;20.5;8;48907099999,VVCT,48912599999,remote
Dong Thap;03/11/2021;32.8;24;27.9;24.4;81.9;0.6;11.8;66.4;1010;46;213.5;18.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;04/11/2021;31;25;26.9;24.6;87.7;1.1;17.4;83.2;1009.7;51.8;174.6;15;6;48907099999,VVCT,48912599999
Dong Thap;05/11/2021;31;24;27.1;24.6;87.2;1.1;18.4;78.3;1008.8;54.7;197.1;17;7;48907099999,VVCT,48912599999,remote
Dong Thap;06/11/2021;32;25;27.7;25.2;87.3;3;16.6;97;1007.1;40.6;185.6;16.1;7;48907099999,VVCT,48912599999,remote
Dong Thap;07/11/2021;33;25;28.2;25.1;84.3;0.8;16.6;108.1;1007;47.3;193.7;16.7;7;48907099999,VVCT,48912599999,remote
Dong Thap;08/11/2021;32;25;28.2;24.9;83.4;15.1;20.5;100.9;1008.1;54.4;186.5;16.2;7;48907099999,VVCT,48912599999
Dong Thap;09/11/2021;30;25;27;25.3;90.8;0.9;10;358.6;1008.8;55.9;151.4;13.1;6;48907099999,VVCT,48912599999,remote
Dong Thap;10/11/2021;31;24;27.1;25;89;0.7;13;24.1;1009;63.7;150.9;13;6;48907099999,VVCT,48912599999
Dong Thap;11/11/2021;26.1;23;24.7;24.1;96.7;12.9;13;48.4;1009.2;81.8;60.5;5.2;3;48907099999,VVCT,48912599999
Dong Thap;12/11/2021;31;24;26.9;24.4;87;0.2;25.9;69.4;1009.4;66.7;183.8;15.8;7;48907099999,VVCT,48912599999
Dong Thap;13/11/2021;31;24;27.2;24.6;86.6;33.4;22.3;81.8;1009.5;50.9;155.6;13.4;7;48907099999,VVCT,48912599999
Dong Thap;14/11/2021;28;23;25.5;24.1;92.6;6;13;66.5;1010.1;63.7;134.8;11.7;5;48907099999,VVCT,48912599999
Dong Thap;15/11/2021;30.1;24;26.2;24.9;92.9;11.1;11.7;94.7;1008.6;51.6;110.9;9.6;5;48907099999,VVCT,48912599999
Dong Thap;16/11/2021;28;24;25.3;24.9;97.9;9;11.2;67.9;1008.7;63.5;42.2;3.4;3;48907099999,VVCT,48912599999
Dong Thap;17/11/2021;31;24;26.8;24.9;90.1;1.2;18.4;48.9;1009;60.5;183.9;15.7;7;48907099999,VVCT,48912599999
Dong Thap;18/11/2021;30;25;26.7;25;91;0.1;18.4;74.9;1008.4;62.7;178.1;15.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;19/11/2021;32;24;27;24.7;88;0.5;8.6;49.1;1007.2;55.9;167.4;14.3;6;48907099999,VVCT,48912599999
Dong Thap;20/11/2021;32;24;26.3;24.9;92.9;16.1;13;225.3;1007.2;59.4;168.3;14.4;7;48907099999,VVCT,48912599999
Dong Thap;21/11/2021;31.1;24;27.3;24.2;84.4;0.4;14.8;69.3;1008.1;66.8;203.5;17.6;8;48907099999,VVCT,48912599999,remote
Dong Thap;22/11/2021;31;25;27.3;25;87.7;32.2;20.5;75.1;1008.8;53.7;87.2;7.7;4;48907099999,VVCT,48912599999
Dong Thap;23/11/2021;32;25;27.3;25;88.5;6.3;16.6;54.7;1009;49.7;198.2;17.1;7;48907099999,VVCT,48912599999
Dong Thap;24/11/2021;31;25;27;24.9;89.3;0.2;9.1;43;1009.7;49.8;207;17.9;7;48907099999,VVCT,48912599999,remote
Dong Thap;25/11/2021;30;24;26.2;24.5;91.3;26;9.1;26.2;1009.8;76.5;144.5;12.5;6;48907099999,VVCT,48912599999
Dong Thap;26/11/2021;30;24;26.5;23.3;83.7;0;11.2;357.3;1009.3;46;185.2;16;7;48907099999,VVCT,48912599999
Dong Thap;27/11/2021;27.2;24;25.5;21.7;79.7;7.4;19.7;8.4;1009.5;66.3;54.4;4.8;2;48907099999,VVCT,48912599999
Dong Thap;28/11/2021;28.2;24;25.5;23.2;87.6;6.6;20.9;356.1;1008.5;79.5;55.6;4.8;3;48907099999,VVCT,48912599999,remote
Dong Thap;29/11/2021;28;23;25;24.1;94.7;1;13.3;354.5;1007.7;89.2;49.6;4.2;2;48907099999,VVCT,48912599999
Dong Thap;30/11/2021;25.1;24;24.4;24.4;99.8;19;14.8;35.9;1008.8;90;66.4;5.7;5;48907099999,VVCT,48912599999
Dong Thap;01/12/2021;27.1;24;25.2;23.8;92.4;0.1;11.2;11.3;1010.4;89.2;154.1;13.2;6;48907099999,VVCT,48912599999,remote
Dong Thap;02/12/2021;28.1;22;24.8;21.3;81.9;0;10.8;356.8;1011.5;41.4;218.3;18.9;8;48907099999,VVCT,48912599999
Dong Thap;03/12/2021;28.1;22;24.4;20.4;79.4;0;12;354.9;1012.9;64.8;230;19.9;8;48907099999,VVCT,48912599999
Dong Thap;04/12/2021;26.1;21;23.3;19;77.8;0;14.8;354;1013;84.3;220;19;9;48907099999,VVCT,48912599999
Dong Thap;05/12/2021;28.1;20;23.7;18.7;74.6;0;11.9;357.3;1012.4;57.7;233.9;20;9;48907099999,VVCT,48912599999,remote
Dong Thap;06/12/2021;29.1;22;25;21.1;79.8;0;11.2;346.2;1011.6;58.6;218.3;18.9;8;48907099999,VVCT,48912599999
Dong Thap;07/12/2021;29;22;25;21.5;81.6;0;11.2;354.2;1012.2;61.4;204.9;17.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;08/12/2021;30;22;25.3;21.4;80.3;0;13;16.2;1012.2;45.6;247.2;21.3;9;48907099999,VVCT,48912599999
Dong Thap;09/12/2021;28.2;23;25.6;23.3;87.7;0.1;7.6;15.3;1012.4;81.5;151.8;13;6;48907099999,VVCT,48912599999
Dong Thap;10/12/2021;29.1;23;25.2;21.6;81.6;6;13;9.5;1012.2;56;240.1;20.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;11/12/2021;29;21;24.4;22.3;88.8;0;9.7;7;1012.5;54.3;224.1;19.4;8;48907099999,VVCT,48912599999,remote
Dong Thap;12/12/2021;30;21;25.4;22.5;85.1;0;11.2;8.4;1011.5;49.9;218.4;19;8;48907099999,VVCT,48912599999
Dong Thap;13/12/2021;29.2;23;26;21.8;78.6;0.1;11.6;3.6;1010.7;44.3;221.9;19;8;48907099999,VVCT,48912599999
Dong Thap;14/12/2021;29.2;23;25.9;21.8;78.8;0;10;0.9;1009.7;44.5;206.7;17.9;8;48907099999,VVCT,48912599999
Dong Thap;15/12/2021;30;23;26.3;22.7;81.1;0;14.8;2.7;1009.1;60.8;180.9;15.7;7;48907099999,VVCT,48912599999
Dong Thap;16/12/2021;30;24;26.6;23.5;84;0.2;18.4;70.5;1009.7;56.6;186.9;16.2;8;48907099999,VVCT,48912599999
Dong Thap;17/12/2021;31;23;26.4;24;87.4;5.4;13;69.8;1009.7;63.1;196;16.8;7;48907099999,VVCT,48912599999
Dong Thap;18/12/2021;30;23;26.2;22.4;81.3;0;14.8;10.1;1009.7;60.1;237.7;20.6;8;48907099999,VVCT,48912599999
Dong Thap;19/12/2021;28;23;24.7;19.6;73.5;0;16.7;348.6;1010.4;84.1;188.2;16.3;7;48907099999,VVCT,48912599999
Dong Thap;20/12/2021;28.1;22;24.3;20.4;79.7;0;13;345.2;1012.1;70;206.6;17.9;8;48907099999,VVCT,48912599999
Dong Thap;21/12/2021;31;21;25.5;22.3;83.7;0;13;63.6;1011.9;57.3;190.3;16.5;8;48907099999,VVCT,48912599999
Dong Thap;22/12/2021;30;23;26.1;23.7;87.2;0.1;19.7;85.3;1011.3;65.5;148.7;12.8;6;48907099999,VVCT,48912599999
Dong Thap;23/12/2021;29;24;26.2;22.7;82.2;3;22.3;80.3;1011;82.7;142.3;12.3;5;48907099999,VVCT,48912599999
Dong Thap;24/12/2021;29;24;26;23.1;85.2;0.5;16.6;76.1;1011.1;55.6;179;15.4;7;48907099999,VVCT,48912599999,remote
Dong Thap;25/12/2021;31.8;23;26.2;22.5;81.9;0.5;22.3;75.4;1011.7;43.8;187.5;16.3;7;48907099999,VVCT,48912599999,remote
Dong Thap;26/12/2021;31;22;26.2;23.1;84.6;1.6;13;20.9;1012.6;36.3;205;17.7;7;48907099999,VVCT,48912599999
Dong Thap;27/12/2021;30.9;23;26.2;23.8;88;1.7;11.2;195.5;1013;57.5;200.8;17.4;8;48907099999,VVCT,48912599999
Dong Thap;28/12/2021;30;23;26.2;24;88.8;4;11.2;59.3;1012.4;58;178.8;15.5;6;48907099999,VVCT,48912599999,remote
Dong Thap;29/12/2021;30;23;26;23.6;87.1;0.6;11.2;54.5;1012.2;55.2;188.1;16.3;6;48907099999,VVCT,48912599999
Dong Thap;30/12/2021;29.1;23;25.5;21.3;78.3;0.5;14.1;29;1013.1;52.2;216.7;18.9;8;48907099999,VVCT,48912599999
Dong Thap;31/12/2021;29.1;21;25.2;20;74.1;0;14.8;37.7;1013.2;33.3;235.6;20.3;8;48907099999,VVCT,48912599999
Dong Thap;01/01/2022;30.6;21;25.6;20.9;76.1;0;9.4;45.6;1013.1;39.6;215.3;18.6;8;48907099999,VVCT,48912599999
Dong Thap;02/01/2022;30;24;26.5;22.3;78.2;0;9.5;24.5;1012.3;40.1;227.8;19.8;8;48907099999,VVCT,48912599999
Dong Thap;03/01/2022;30;24;26.3;22.8;81.8;0.1;11.2;66.7;1011.4;56.1;187.9;16.4;8;48907099999,VVCT,48912599999
Dong Thap;04/01/2022;30.1;23;26.2;22.8;82.8;0.2;16.6;65.6;1011.7;50.5;223.8;19.4;8;48907099999,VVCT,48912599999
Dong Thap;05/01/2022;30.8;23.3;26.4;22.9;81.6;0.5;16.6;97.1;1011.4;47.4;196.2;17;8;48907099999,VVCT,48912599999
Dong Thap;06/01/2022;31;24;26.3;23.3;84;0.6;64.8;182.8;1011.9;44.6;185.2;16;7;48907099999,VVCT,48912599999
Dong Thap;07/01/2022;31;24.1;26.6;23.2;82;0.7;16.9;81.8;1012.5;44.4;206.5;17.8;7;48907099999,VVCT,48912599999
Dong Thap;08/01/2022;31;22.4;26.6;22.4;78.8;6;7.6;62.8;1012.2;36.1;238.3;20.3;8;48907099999,VVCT,48912599999
Dong Thap;09/01/2022;31;22;26.7;22.1;77.3;0;11.2;81.9;1011.2;33.5;238.5;20.4;8;48907099999,VVCT,48912599999
Dong Thap;10/01/2022;31;24;26.6;22.4;78.4;0.5;17.4;90.8;1011.9;37.2;193.8;16.8;8;48907099999,VVCT,48912599999
Dong Thap;11/01/2022;31;23;26.4;21.6;75.7;0.2;18.4;89.4;1012.6;42.2;205.8;17.6;7;48907099999,VVCT,48912599999
Dong Thap;12/01/2022;30;20.4;25.4;20.2;74.2;0;22.4;83.9;1013.2;41.1;237.4;20.4;9;48907099999,VVCT,48912599999,remote
Dong Thap;13/01/2022;29.1;22.9;25.4;21.2;78.6;0;13;82.9;1013.3;52.4;207.4;18.1;7;48907099999,VVCT,48912599999
Dong Thap;14/01/2022;31;21;25.5;19.7;72.4;0;13;66.5;1013.3;30;240.3;20.7;9;48907099999,VVCT,48912599999,remote
Dong Thap;15/01/2022;30.1;21;25.4;19.8;73.3;0;11.2;71.9;1012.7;32.3;242.6;21.3;8;48907099999,VVCT,48912599999
Dong Thap;16/01/2022;31;22;25.8;20.2;72.9;0;18.4;83.3;1012.6;41.5;224.7;19.4;9;48907099999,VVCT,48912599999
Dong Thap;17/01/2022;30;22;25.9;21.3;77.1;0;11.2;96.2;1012.5;42.1;205.9;17.8;8;48907099999,VVCT,48912599999
Dong Thap;18/01/2022;31;23;26.2;21.8;77.8;0.1;13.3;79.4;1011.6;31.6;212.9;18.4;7;48907099999,VVCT,48912599999
Dong Thap;19/01/2022;30;22.3;25.8;21.4;78.4;0;11.6;71.3;1010.9;43.3;225.6;19.4;8;48907099999,VVCT,48912599999
Dong Thap;20/01/2022;31;21;25.6;21.4;79.4;0;13;72.2;1010.3;35.4;211.1;18.2;7;48907099999,VVCT,48912599999
Dong Thap;21/01/2022;31;22;26.3;21.5;76.1;0;18.4;103.3;1010.7;30.1;230.9;19.9;8;48907099999,VVCT,48912599999
Dong Thap;22/01/2022;31;21;25.9;21.4;77.8;0;16.6;130.4;1009.8;32.2;182.7;15.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;23/01/2022;31;22;25.8;22.9;85.3;0;8;160.3;1009.8;37.8;170.3;14.9;5;48907099999,VVCT,48912599999
Dong Thap;24/01/2022;31.9;23;26.6;22.7;81.3;0.1;9.4;126.4;1009.6;45.6;206.8;18;7;48907099999,VVCT,48912599999
Dong Thap;25/01/2022;30.1;23;26.1;23.2;84.9;0.5;14.8;105.1;1010.1;40.4;206.1;17.9;7;48907099999,VVCT,48912599999
Dong Thap;26/01/2022;31;22;26.2;23.3;84.8;0.2;14.8;112.9;1010.2;35.6;228.4;19.7;8;48907099999,VVCT,48912599999,remote
Dong Thap;27/01/2022;32;22.4;26.4;22.9;83.1;0;11.8;147.8;1009.9;45.1;238.9;20.7;8;48907099999,VVCT,48912599999
Dong Thap;28/01/2022;30;23;25.7;23.2;87.7;0;7.6;221.8;1010.6;34.2;217.5;18.8;8;48907099999,VVCT,48912599999
Dong Thap;29/01/2022;32;23;26.5;23.6;85.9;0.4;11.2;198.1;1009.9;45.5;205.4;17.8;8;48907099999,VVCT,48912599999
Dong Thap;30/01/2022;31;23;26.9;23.6;83.5;1.2;11.2;154.6;1010.2;39.4;212.3;18.4;7;48907099999,VVCT,48912599999,remote
Dong Thap;31/01/2022;31;22;26.1;22.2;81.1;0.1;22.3;99.6;1010.3;37.1;240.5;20.7;8;48907099999,VVCT,48912599999
Dong Thap;01/02/2022;31;23;26.7;22.2;77.9;0;20.5;108.2;1010.3;30.6;247.7;21.4;9;48907099999,VVCT,48912599999
Dong Thap;02/02/2022;32;22.3;26.9;21.7;75;0;24.1;113.1;1011.2;38;254.7;22;9;48907099999,VVCT,48912599999
Dong Thap;03/02/2022;32;23;27.2;22.7;77.9;0;22.3;92.2;1010.8;32.1;232.1;19.9;8;48907099999,VVCT,48912599999
Dong Thap;04/02/2022;32;24;27.2;22.5;77.4;0.4;16.6;75.5;1010.1;38.6;220.5;19.1;7;48907099999,VVCT,48912599999
Dong Thap;05/02/2022;32;23;26.8;22.4;78.6;0;14.8;63.8;1010.4;38;245.7;21.1;9;48907099999,VVCT,48912599999
Dong Thap;06/02/2022;31;23;26.9;22.1;76.3;0.2;20.5;53.2;1010.9;50;189;16.1;8;48907099999,VVCT,48912599999
Dong Thap;07/02/2022;31.1;23;27.3;22.9;78.3;0.1;16.6;87.4;1010.8;49.4;221.4;19.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;08/02/2022;32;24;27.4;23.1;78.2;0.4;18.4;88.1;1010.5;40.7;219.9;19;8;48907099999,VVCT,48912599999
Dong Thap;09/02/2022;32;24;27.2;22.6;77;0;21.9;85.8;1010.4;43.9;233.4;20.3;8;48907099999,VVCT,48912599999
Dong Thap;10/02/2022;32;25;27.5;22.5;75.6;0.8;20.5;82.9;1009.8;40;234.1;20.3;8;48907099999,VVCT,48912599999
Dong Thap;11/02/2022;32;24;27;22.3;77;0.3;22.3;76.7;1009.1;67;225.2;19.5;8;48907099999,VVCT,48912599999
Dong Thap;12/02/2022;30.9;23;26.6;22.5;79;0;18.4;70.9;1008.2;32.1;219.6;19.1;7;48907099999,VVCT,48912599999
Dong Thap;13/02/2022;31.1;24;27.1;22.4;76.3;0.1;24.1;86.8;1007.4;48.6;208;17.9;8;48907099999,VVCT,48912599999,remote
Dong Thap;14/02/2022;33;24;27.8;23;76.6;0.2;25.9;93.5;1008.1;39;223.3;19.3;8;48907099999,VVCT,48912599999,remote
Dong Thap;15/02/2022;32.1;24;27.4;22.4;75.3;0.7;25.9;89.4;1008.5;42.7;218.9;19;8;48907099999,VVCT,48912599999
Dong Thap;16/02/2022;31;25;27;23.1;80.3;0.8;20.2;92.7;1008.1;56.3;193.5;16.6;7;48907099999,VVCT,48912599999
Dong Thap;17/02/2022;32;24;27.2;23.1;79.9;0.2;16.6;105.6;1007.9;46.3;237;20.5;9;48907099999,VVCT,48912599999
Dong Thap;18/02/2022;32;24;27.1;23.2;80.8;0.1;18.4;105.1;1008.8;46.5;220;19.1;9;48907099999,VVCT,48912599999
Dong Thap;19/02/2022;32.1;22;26.9;22.8;80.5;0;13;125.9;1010.1;50.5;254.1;22;9;48907099999,VVCT,48912599999
Dong Thap;20/02/2022;32;23;26.7;23.2;82.6;0.1;13;116.6;1009.8;52;217.4;18.7;8;48907099999,VVCT,48912599999
Dong Thap;21/02/2022;32;24;27.6;22.7;75.9;6.7;18.3;109.7;1010.6;40.2;242.1;20.9;9;48907099999,VVCT,48912599999
Dong Thap;22/02/2022;31;23;25.8;23.1;85.8;5;16.9;35.6;1011.8;73.1;228.2;19.7;8;48907099999,VVCT,48912599999
Dong Thap;23/02/2022;32;23;25.9;23.3;86.9;5.1;11.2;34.9;1012.3;52.5;235.7;20.5;9;48907099999,VVCT,48912599999
Dong Thap;24/02/2022;30;23;25.8;22.5;83.5;2;16.6;22.6;1012.8;57.2;237.4;20.6;9;48907099999,VVCT,48912599999
Dong Thap;25/02/2022;30;22;26.2;20.7;72.2;0;13;34.6;1012.5;59.9;212.7;18.3;9;48907099999,VVCT,48912599999
Dong Thap;26/02/2022;33;23;27.4;20.8;68.9;0;31.7;68.9;1012.1;57.2;252.6;21.7;9;48907099999,VVCT,48912599999
Dong Thap;27/02/2022;33;24;27.9;21.4;69.3;0;31.7;86.1;1011.6;57.4;259.5;22.3;9;48907099999,VVCT,48912599999
Dong Thap;28/02/2022;33;24;27.8;22;72.1;0;22.3;85.4;1011.4;37;241.4;20.7;9;48907099999,VVCT,48912599999
Dong Thap;01/03/2022;33;25;28;21.9;71;0.1;24.1;100.2;1011;42.5;220.4;19.1;8;48907099999,VVCT,48912599999
Dong Thap;02/03/2022;33;25;28.1;22.1;70.7;22;18.4;80;1010.7;59.4;214.4;18.3;9;48907099999,VVCT,48912599999
Dong Thap;03/03/2022;32;24;27.2;23;78.5;0.1;11.2;91.1;1010.3;46.8;235.9;20.2;9;48907099999,VVCT,48912599999
Dong Thap;04/03/2022;33;23.1;27.7;22.7;75.9;2;16.6;117.6;1009.6;59.3;261.9;22.6;9;48907099999,VVCT,48912599999
Dong Thap;05/03/2022;32.6;24.2;27.9;23.5;77.9;26;15.4;115.2;1009.3;59;218.6;18.9;8;48907099999,VVCT,48912599999
Dong Thap;06/03/2022;32.8;25;27.9;23.5;78.5;0.1;22.3;98.4;1009.2;53.5;268;23;9;48907099999,VVCT,48912599999
Dong Thap;07/03/2022;33;24;27.6;23.7;81.2;0.1;16.6;100.9;1009.9;54.9;239.2;20.6;8;48907099999,VVCT,48912599999
Dong Thap;08/03/2022;32.9;24;27.4;21.6;72.7;0;22.3;90.3;1009.7;32.5;292.4;25.3;10;48907099999,VVCT,48912599999
Dong Thap;09/03/2022;32;24;27.2;22.3;75.9;0;16.6;100.2;1009.2;40.8;242.4;21;8;48907099999,VVCT,48912599999
Dong Thap;10/03/2022;29;23;25.9;21.6;77.7;0.3;14.8;136;1009.1;46.7;222.5;19.3;8;48907099999,VVCT,48912599999
Dong Thap;11/03/2022;33;22;26.9;22.6;79.1;0;13;127.6;1007.7;36.2;227.2;19.9;9;48907099999,VVCT,48912599999
Dong Thap;12/03/2022;32;23;26.8;23.5;83.4;0;14.8;171.8;1007.4;36.2;195.5;16.9;8;48907099999,VVCT,48912599999
Dong Thap;13/03/2022;32.1;24;27.7;23.8;80.4;0.1;27.7;85.3;1007.3;40.1;245.9;21.2;9;48907099999,VVCT,48912599999
Dong Thap;14/03/2022;33;25;28;24;79.9;0.4;14.8;101.6;1008.1;52.5;235.8;20.4;9;48907099999,VVCT,48912599999
Dong Thap;15/03/2022;33;25;28.1;24.1;80.2;0.5;14.8;113.7;1007.3;61.1;237.5;20.6;8;48907099999,VVCT,48912599999
Dong Thap;16/03/2022;32;24;27.3;23.8;82.6;0.6;14.8;126.9;1007.5;48.2;227.2;19.8;8;48907099999,VVCT,48912599999
