Date,ben luc,vam kenh,tan an,tra on,hung my,huong my,long thanh,cau ong thin,go quao,khanh thanh tan,son doc,soc trang,tra vinh,lang the,soctrang,dai ngai,bac lieu,my hoa,an thuan,xeo ro,ca mau,chu chi,hoa binh,tuyen nhon,bac trang,rach gia,my thanh,xuan khanh,thanh phu,cau noi,tran de,soc cung,cat lai,long toan,binh dai,vung liem,loc thuan,thoi binh,cau do,an ninh,giong trom,an lac tay,ben trai,ly nhan,dong tam,an dinh,thach phu,phuoc long,tra kha,cau quan,nha be,ninh thoi,my tho,song doc,ganh hao,long phu
2013-08-27,4.2,5.6,1.3,,7.1,0.7,0.2,,8.0,,3.7,7.0,0.5,,,0.1,,,,11.4,27.0,,3.2,0.3,,8.2,10.8,0.2,6.1,,4.9,,,,20.6,,2.1,,,15.2,,,6.0,,,0.4,,30.9,3.8,5.0,2.1,,0.2,3.0,26.7,0.1
2013-08-28,3.7,7.8,1.3,,5.7,0.9,0.2,,7.9,,3.7,7.0,0.9,,,0.0,,,,12.2,27.3,,3.4,0.4,,11.1,12.2,0.2,5.3,,6.8,,,,24.9,,1.4,,,14.6,,,10.8,,,0.4,,31.7,5.7,6.8,3.1,,0.2,2.4,26.7,0.1
2013-08-29,3.1,7.6,1.4,,6.5,1.2,0.2,,8.0,,3.4,6.9,1.4,,,0.2,,,,10.5,24.7,,2.6,0.4,,13.6,13.0,0.2,4.5,,9.0,,,,22.0,,0.7,,,16.0,,,13.0,,,0.5,,31.8,7.3,10.4,2.3,,0.1,2.4,26.9,0.1
2013-08-30,3.3,7.3,1.4,,6.6,1.3,0.2,,9.5,,2.7,7.3,2.7,,,0.4,,,,11.8,25.0,,1.9,0.5,,14.0,14.3,0.2,5.7,,7.6,,,,18.9,,1.0,,,16.1,,,15.0,,,0.3,,31.9,3.9,11.2,1.7,,0.1,1.8,26.9,0.2
2013-08-31,3.9,6.9,1.3,,10.5,1.1,0.2,,8.4,,3.2,7.6,3.3,,,0.5,,,,13.4,25.5,,2.4,0.5,,12.1,13.4,0.2,6.9,,5.9,,,,12.5,,1.6,,,16.2,,,13.3,,,0.2,,31.7,3.4,9.8,2.3,,0.1,1.8,26.8,0.4
2013-09-01,5.3,6.1,1.2,,11.6,0.9,0.2,,8.6,,3.7,7.1,3.3,,,0.3,,,,13.5,25.5,,3.2,0.5,,9.0,12.5,0.2,7.5,,5.2,,,,9.6,,2.3,,,15.0,,,12.7,,,0.4,,31.8,3.0,7.7,2.4,,0.1,1.8,26.7,0.1
2013-09-02,6.0,5.5,1.1,,11.5,0.7,0.2,,8.7,,7.5,6.9,3.2,,,0.1,,,,16.2,25.5,,3.5,0.5,,7.3,11.0,0.1,7.5,,5.7,,,,18.1,,2.0,,,13.8,,,11.3,,,0.6,,31.8,3.0,5.8,2.8,,0.3,2.8,26.5,0.1
2013-09-03,5.9,4.9,1.1,,11.3,0.6,0.2,,8.6,,5.6,6.2,1.7,,,0.0,,,,14.7,25.4,,2.7,0.4,,7.7,9.7,0.1,6.6,,8.4,,,,23.6,,1.7,,,12.8,,,8.6,,,0.8,,32.0,5.9,6.2,3.2,,0.3,4.9,27.0,0.1
2013-09-04,6.2,4.2,1.1,,9.9,0.9,0.2,,8.5,,4.6,5.9,1.6,,,0.0,,,,14.4,25.0,,2.0,0.4,,7.6,8.0,0.2,5.8,,10.3,,,,19.8,,1.1,,,13.0,,,6.8,,,0.7,,32.4,6.3,10.2,1.4,,0.2,5.0,27.2,0.6
2013-09-05,6.5,3.9,1.1,,8.9,0.5,0.2,,6.9,,4.5,5.1,1.8,,,0.2,,,,13.3,25.6,,1.6,0.4,,5.3,4.5,0.2,5.3,,9.6,,,,16.9,,1.4,,,15.5,,,5.5,,,0.3,,32.2,3.6,11.0,1.3,,0.1,5.1,27.1,0.1
2013-09-06,7.2,3.6,1.1,,9.9,0.6,0.2,,7.0,,2.7,5.5,1.9,,,0.4,,,,9.7,26.4,,1.4,0.3,,3.5,6.3,0.2,7.5,,8.2,,,,12.1,,1.9,,,16.1,,,4.1,,,0.2,,31.5,2.9,9.3,0.5,,0.2,4.0,26.8,0.6
2013-09-07,8.4,3.8,1.1,,9.0,0.6,0.2,,8.1,,3.7,5.7,2.2,,,0.3,,,,10.1,26.5,,1.9,0.3,,1.3,8.6,0.2,7.5,,6.4,,,,10.4,,2.6,,,16.2,,,2.6,,,0.1,,30.7,2.5,8.0,0.6,,0.2,2.8,26.5,3.1
2013-09-08,9.3,5.8,1.2,,8.3,0.6,0.2,,8.2,,2.0,6.4,1.0,,,0.2,,,,12.4,27.0,,2.8,0.3,,7.4,11.2,0.1,5.7,,5.2,,,,16.5,,1.8,,,15.9,,,2.8,,,0.1,,31.4,2.7,6.0,0.9,,0.2,1.6,26.4,3.2
2013-09-09,9.9,9.0,1.2,,7.0,0.6,0.2,,7.8,,2.2,6.4,0.7,,,0.1,,,,12.3,27.2,,3.5,0.3,,10.9,13.4,0.2,6.0,,4.8,,,,19.6,,1.0,,,14.3,,,6.4,,,0.1,,31.7,4.5,6.6,1.6,,0.2,1.3,26.6,2.0
2013-09-10,9.7,7.7,1.2,,7.8,0.7,0.2,,7.9,,2.3,6.2,1.7,,,0.2,,,,11.4,26.8,,3.0,0.4,,12.6,14.3,0.2,4.8,,5.2,,,,21.9,,0.5,,,14.0,,,10.0,,,0.0,,32.2,6.2,11.2,2.9,,0.2,1.1,26.5,1.3
2013-09-11,7.9,7.0,1.2,,8.7,0.7,0.2,,8.2,,1.4,6.1,2.9,,,0.6,,,,11.1,26.9,,2.5,0.5,,13.4,14.8,0.2,5.7,,7.2,,,,17.3,,1.9,,,12.8,,,15.0,,,0.1,,32.1,4.1,11.4,2.6,,0.1,1.0,26.5,0.4
2013-09-12,6.7,6.3,1.2,,11.4,0.7,0.2,,8.5,,1.2,6.3,3.1,,,0.7,,,,12.1,24.3,,2.2,0.6,,13.2,14.2,0.2,7.0,,8.1,,,,12.9,,1.0,,,14.1,,,14.1,,,0.1,,32.1,2.6,10.4,2.0,,0.1,0.9,26.6,0.2
2013-09-13,7.2,4.9,1.1,,11.5,0.7,0.2,,7.9,,1.4,6.4,3.5,,,0.4,,,,13.7,25.4,,3.1,0.7,,8.0,13.2,0.1,7.9,,7.1,,,,8.8,,0.8,,,14.2,,,11.9,,,0.1,,31.9,2.5,9.0,1.0,,0.2,0.9,26.6,0.1
2013-09-14,8.5,5.5,1.1,,10.6,0.8,0.2,,8.0,,1.8,6.3,5.0,,,0.2,,,,15.0,25.3,,3.7,0.7,,6.9,11.1,0.1,8.1,,6.8,,,,13.1,,1.0,,,14.3,,,9.7,,,0.1,,31.6,2.6,6.8,1.5,,0.2,0.9,26.4,1.9
2013-09-15,9.4,5.3,1.1,,10.1,0.6,0.2,,7.8,,2.2,6.3,2.6,,,0.0,,,,13.1,25.3,,2.9,0.6,,4.5,7.9,0.1,7.5,,8.1,,,,20.3,,1.8,,,12.2,,,7.3,,,0.2,,32.1,3.8,5.0,2.0,,0.2,1.1,26.7,3.2
2013-09-16,9.2,4.9,1.1,,8.6,0.5,0.2,,7.7,,2.3,5.4,2.2,,,0.0,,,,13.6,25.1,,2.3,0.6,,3.8,5.3,0.2,6.2,,9.1,,,,21.7,,2.1,,,12.0,,,5.6,,,0.2,,31.9,4.9,9.2,2.3,,0.2,1.6,27.0,3.6
2013-09-17,8.5,4.7,1.1,,9.3,0.4,0.2,,6.5,,2.4,4.7,2.6,,,0.3,,,,14.1,25.0,,1.9,0.5,,3.0,3.1,0.2,5.1,,10.0,,,,16.9,,1.6,,,17.0,,,5.0,,,0.1,,31.3,3.6,11.4,1.4,,0.1,1.5,27.2,1.6
2013-09-18,1.0,4.3,1.1,,10.4,0.2,0.2,,4.3,,1.5,5.1,3.8,,,0.4,,,,12.9,26.2,,1.6,0.4,,1.8,3.8,0.2,7.3,,8.9,,,,10.9,,0.9,,,16.7,,,4.0,,,0.1,,31.0,3.3,11.2,0.8,,0.1,1.3,27.0,0.4
2013-09-19,0.9,5.0,1.2,,10.2,0.3,0.2,,8.4,,1.2,5.7,4.7,,,0.3,,,,12.0,26.1,,3.1,0.4,,0.7,6.0,0.2,8.9,,7.5,,,,7.6,,0.8,,,16.5,,,2.5,,,0.1,,31.4,2.2,9.7,0.6,,0.2,1.0,26.8,2.9
2013-09-20,0.7,7.4,1.2,,8.8,0.3,0.2,,8.1,,1.8,6.2,4.0,,,0.2,,,,9.7,25.9,,2.8,0.4,,4.4,9.2,0.2,8.5,,6.2,,,,10.3,,1.0,,,11.2,,,2.0,,,0.1,,30.8,1.8,7.6,1.2,,0.3,0.7,26.6,3.5
2013-09-21,1.0,10.1,1.3,,7.3,0.2,0.2,,9.52,,2.3,6.5,2.1,,,0.2,,,,9.4,26.0,,3.3,0.4,,6.4,10.0,0.2,6.9,,5.9,,,,16.8,,1.3,,,11.2,,,2.8,,,0.0,,30.5,4.3,6.0,1.5,,0.2,0.7,26.7,2.9
2013-09-22,1.1,9.2,1.3,,6.6,0.4,0.2,,9.8,,3.3,6.5,3.0,,,0.4,,,,9.3,24.5,,3.0,0.5,,8.5,10.4,0.2,4.9,,7.0,,,,19.4,,1.5,,,11.6,,,10.7,,,0.2,,31.5,4.9,11.0,2.8,,0.1,0.6,26.8,1.8
2013-09-23,1.0,7.6,1.3,,9.4,0.5,0.2,,8.7,,3.4,6.4,5.6,,,0.7,,,,10.6,24.6,,2.2,0.5,,13.6,9.2,0.2,5.3,,8.5,,,,16.8,,1.2,,,16.1,,,11.5,,,0.2,,32.0,4.7,11.2,2.5,,0.1,0.6,26.8,0.9
2013-09-24,0.9,5.2,1.3,,11.0,0.6,0.2,,8.6,,1.5,6.3,5.7,,,0.8,,,,11.4,24.5,,1.8,0.6,,12.4,8.3,0.3,6.8,,10.1,,,,13.9,,1.0,,,12.1,,,11.5,,,0.2,,32.2,2.1,11.1,1.8,,0.1,6.6,26.8,0.1
2013-09-25,0.7,4.5,1.2,,13.2,0.7,0.2,,9.2,,1.5,6.1,5.1,,,0.8,,,,11.6,24.2,,2.9,0.6,,13.0,6.8,0.2,7.7,,9.8,,,,8.0,,0.4,,,12.0,,,8.7,,,0.1,,32.1,1.9,9.9,0.8,,0.1,6.9,26.6,0.1
2013-09-26,0.7,4.1,1.2,,12.0,0.6,0.2,,8.7,,2.1,6.2,4.9,,,0.4,,,,12.1,24.5,,3.9,0.6,,12.3,8.8,0.2,7.8,,9.1,,,,10.0,,0.6,,,13.4,,,7.9,,,0.1,,31.9,3.4,7.8,1.4,,0.4,5.1,26.5,0.3
2013-09-27,0.8,5.9,1.1,,10.5,0.3,0.2,,7.0,,2.3,6.2,3.7,,,0.1,,,,13.1,24.1,,3.1,0.6,,9.6,12.9,0.1,6.5,,9.3,,,,18.3,,0.8,,,15.7,,,5.3,,,0.1,,32.1,4.4,6.5,1.6,,0.4,2.8,26.7,1.2
2013-09-28,1.0,6.2,1.1,,9.2,0.1,0.2,,6.2,,2.1,6.1,2.8,,,0.0,,,,13.5,24.2,,2.5,0.5,,8.5,14.4,0.2,5.7,,10.3,,,,20.6,,1.7,,,5.4,,,5.1,,,0.1,,31.4,5.2,7.0,1.9,,0.2,0.8,26.9,2.4
2013-09-29,1.2,5.5,1.1,,9.9,0.1,0.2,,4.5,,1.9,5.4,3.3,,,0.1,,,,14.5,24.3,,2.0,0.5,,8.2,13.7,0.2,5.0,,11.2,,,,15.4,,2.2,,,7.4,,,4.3,,,0.2,,31.6,4.2,10.2,2.0,,0.1,0.6,27.2,0.8
2013-09-30,1.1,5.0,1.1,,10.9,0.2,0.2,,4.0,,1.4,4.5,4.7,,,0.3,,,,14.4,24.0,,1.4,0.4,,8.0,11.9,0.3,6.7,,13.3,,,,10.2,,1.9,,,12.9,,,4.1,,,0.2,,27.8,3.9,10.3,1.6,,0.1,0.7,27.3,0.6
2013-10-01,0.9,4.7,1.1,,13.4,0.2,0.2,,2.4,,1.4,5.4,5.5,,,0.6,,,,13.5,24.0,,1.3,0.4,,7.2,7.5,0.3,8.1,,14.7,,,,9.2,,0.7,,,14.8,,,3.8,,,0.2,,30.5,3.3,9.0,1.0,,0.3,0.7,1.9,0.7
2013-10-02,0.6,8.6,1.2,,11.4,0.2,0.2,,4.5,,0.6,6.6,6.0,,,0.7,,,,12.6,23.9,,1.9,0.4,,6.2,6.7,0.2,6.9,,12.7,,,,8.3,,0.5,,,17.1,,,3.5,,,0.2,,31.4,3.2,7.6,0.7,,0.3,1.0,1.5,2.5
2013-10-03,0.7,13.5,1.2,,9.6,0.3,0.2,,6.3,,0.9,6.7,4.8,,,0.6,,,,12.6,23.4,,2.6,0.4,,6.0,11.0,0.2,4.7,,10.6,,,,10.9,,1.0,,,13.5,,,2.7,,,0.2,,31.4,6.5,6.3,1.4,,0.2,1.5,1.2,3.1
2013-10-04,0.9,13.8,1.2,,7.7,0.2,0.2,,9.4,,2.2,6.7,4.4,,,0.2,,,,12.8,24.1,,3.0,0.4,,7.9,16.1,0.2,3.9,,8.2,,,,14.1,,1.5,,,9.0,,,4.7,,,0.2,,30.6,3.9,8.7,1.9,,0.2,0.7,1.4,2.0
2013-10-05,1.0,8.2,1.2,,10.0,0.4,0.2,,8.3,,2.3,6.5,5.6,,,0.4,,,,12.2,24.0,,2.1,0.5,,8.7,16.2,0.2,3.5,,6.7,,,,20.1,,1.6,,,16.3,,,10.9,,,0.1,,29.7,4.3,10.5,2.9,,0.2,27.8,2.2,0.9
2013-10-06,0.8,6.9,1.2,,10.8,0.4,0.2,,9.7,,0.3,6.3,6.7,,,0.7,,,,12.2,23.8,,1.5,0.5,,9.3,13.6,0.3,3.1,,9.1,,,,22.5,,1.4,,,13.2,,,11.1,,,0.1,,29.7,3.9,10.7,2.0,,0.2,30.5,3.5,0.1
2013-10-07,0.7,4.0,1.2,,13.1,0.5,0.2,,8.2,,0.8,5.9,6.6,,,0.9,,,,12.3,21.9,,1.9,0.6,,10.0,9.6,0.2,5.6,,11.7,,,,20.2,,1.2,,,15.8,,,7.1,,,0.1,,31.0,2.3,8.9,1.2,,0.1,21.5,4.5,0.1
2013-10-08,0.7,6.5,1.1,,12.1,0.5,0.2,,7.1,,0.8,6.2,6.0,,,0.6,,,,12.4,20.7,,2.7,0.6,,8.5,7.0,0.1,6.5,,13.8,,,,17.3,,0.8,,,5.8,,,7.1,,,0.2,,31.2,4.2,7.1,0.7,,0.2,13.5,6.0,0.3
2013-10-09,0.8,6.6,1.1,,11.0,0.3,0.2,,4.4,,1.4,6.1,4.0,,,0.4,,,,13.0,19.6,,3.2,0.6,,7.4,11.9,0.1,6.9,,13.1,,,,22.2,,1.9,,,16.0,,,4.0,,,0.2,,30.6,5.1,5.9,1.5,,0.3,8.0,7.1,1.2
2013-10-10,1.1,7.2,1.1,,9.6,0.1,0.2,,4.0,,1.9,7.0,2.2,,,0.2,,,,13.6,20.9,,2.8,0.6,,6.4,16.2,0.2,6.7,,11.6,,,,25.8,,2.0,,,8.6,,,3.3,,,0.2,,28.7,6.1,3.9,1.8,,0.2,4.5,6.6,2.4
2013-10-11,1.2,6.2,1.1,,10.1,0.1,0.2,,4.0,,2.8,7.6,3.4,,,0.0,,,,14.1,20.9,,2.0,0.6,,2.7,16.0,0.2,6.2,,10.4,,,,26.5,,2.2,,,8.6,,,3.2,,,0.1,,26.3,5.4,6.9,1.2,,0.2,1.3,4.2,0.8
2013-10-12,1.0,5.8,1.1,,10.7,0.0,0.2,,2.5,,1.3,8.1,6.6,,,0.0,,,,14.7,20.5,,1.4,0.5,,3.6,13.3,0.3,4.6,,12.7,,,,22.5,,1.5,,,7.7,,,3.7,,,0.1,,26.9,3.6,8.6,1.3,,0.2,1.2,2.1,0.8
2013-10-13,0.8,5.3,1.2,,13.3,0.0,0.2,,1.9,,1.3,8.0,7.3,,,0.3,,,,13.5,19.6,,1.0,0.5,,4.5,9.6,0.3,4.7,,15.2,,,,17.6,,1.0,,,5.5,,,4.8,,,0.2,,30.1,2.9,8.1,1.7,,0.2,0.8,1.8,0.2
2013-10-14,0.7,7.7,1.2,,12.8,0.1,0.2,,5.2,,0.9,7.8,7.0,,,0.6,,,,13.1,20.0,,1.3,0.5,,2.9,6.4,0.2,5.0,,15.8,,,,11.1,,0.9,,,16.3,,,4.3,,,0.5,,31.5,2.4,6.5,2.5,,0.3,0.8,1.6,1.6
2013-10-15,0.5,9.8,1.3,,11.1,0.2,0.2,,4.9,,0.6,6.9,5.2,,,0.6,,,,13.3,21.2,,2.1,0.05,,1.5,11.4,0.1,5.2,,14.8,,,,8.5,,1.1,,,9.2,,,3.5,,,0.4,,31.0,1.4,5.1,3.7,,0.3,0.9,1.3,1.8
2013-10-16,0.6,13.5,1.3,,8.9,0.2,0.2,,5.9,,0.5,6.7,4.4,,,0.4,,,,13.8,20.9,,2.9,0.5,,4.2,15.9,0.1,4.6,,12.3,,,,11.3,,1.9,,,15.9,,,4.7,,,0.3,,30.2,2.7,5.8,3.3,,0.3,1.0,1.5,1.3
2013-10-17,0.8,12.5,1.3,,10.0,0.1,0.2,,8.6,,0.4,7.3,4.6,,,0.2,,,,13.7,20.7,,2.0,0.6,,8.1,16.1,0.2,3.9,,8.6,,,,17.7,,1.1,,,5.0,,,7.2,,,0.2,,28.4,4.0,9.0,2.8,,0.2,28.2,3.2,0.6
2013-10-18,1.0,8.9,1.3,,10.9,0.1,0.2,,8.4,,0.7,7.8,6.0,,,0.6,,,,14.2,20.7,,1.4,0.6,,8.5,13.3,0.2,3.3,,6.6,,,,23.7,,1.5,,,5.0,,,10.1,,,0.2,,28.2,5.0,9.8,3.5,,0.1,30.7,8.5,0.2
2013-10-19,1.1,5.5,1.2,,13.2,0.1,0.2,,6.2,,1.6,7.2,6.5,,,0.8,,,,14.2,20.3,,1.1,0.6,,12.0,10.9,0.2,4.0,,12.0,,,,25.1,,0.8,,,5.4,,,8.9,,,0.1,,29.8,4.6,8.8,3.9,,0.1,16.8,10.1,0.1
2013-10-20,0.9,3.0,1.2,,13.9,0.2,0.2,,5.2,,0.6,6.5,5.9,,,0.7,,,,13.6,19.8,,2.2,0.6,,12.4,7.9,0.2,5.6,,17.8,,,,24.2,,0.5,,,12.0,,,6.2,,,0.1,,30.0,4.4,7.0,4.3,,0.2,9.9,11.2,0.2
2013-10-21,0.9,4.7,1.1,,11.9,0.2,0.2,,4.8,,0.5,5.2,3.8,,,0.5,,,,14.8,19.4,,2.9,0.6,,8.1,13.5,0.2,6.5,,16.3,,,,21.5,,0.3,,,5.3,,,5.3,,,0.1,,30.3,5.3,5.7,4.9,,0.2,6.2,12.5,0.4
2013-10-22,1.1,5.6,1.0,,9.9,0.2,0.2,,4.2,,0.6,5.9,3.4,,,0.3,,,,12.5,19.1,,2.3,0.5,,7.8,15.4,0.1,7.2,,13.0,,,,23.0,,0.9,,,14.0,,,5.1,,,0.2,,26.5,7.2,4.8,4.2,,0.2,3.1,13.1,0.9
2013-10-23,1.3,7.7,1.0,,8.3,0.1,0.2,,1.8,,0.5,6.7,4.5,,,0.1,,,,12.8,18.9,,1.7,0.5,,6.2,16.4,0.2,6.8,,9.7,,,,24.0,,1.3,,,4.9,,,6.3,,,0.2,,24.6,7.0,4.9,2.9,,0.1,1.5,10.2,1.0
2013-10-24,1.2,6.5,1.0,,11.1,0.0,0.2,,2.6,,0.3,7.2,5.9,,,0.0,,,,11.8,18.8,,1.3,0.4,,7.2,13.5,0.2,5.8,,12.6,,,,23.0,,1.7,,,4.8,,,7.1,,,0.2,,21.6,5.0,7.0,1.2,,0.1,0.9,7.5,0.4
2013-10-25,1.0,5.8,1.0,,13.0,0.0,0.2,,1.9,,0.5,7.5,6.2,,,0.3,,,,10.9,17.5,,1.1,0.3,,9.3,10.6,0.2,5.2,,16.1,,,,17.0,,1.9,,,4.8,,,8.7,,,0.1,,24.0,4.0,8.5,1.9,,0.2,0.8,4.5,0.2
2013-10-26,0.7,6.0,1.1,,13.9,0.2,0.2,,8.8,,0.5,7.3,6.6,,,0.6,,,,10.1,17.8,,0.9,0.3,,9.5,7.9,0.2,5.6,,18.5,,,,11.6,,1.6,,,4.8,,,5.7,,,0.2,,27.3,2.3,7.1,2.3,,0.2,26.8,3.1,0.3
2013-10-27,0.5,7.8,1.2,,12.0,0.2,0.2,,4.1,,0.7,6.7,5.2,,,0.7,,,,10.3,17.8,,1.5,0.3,,8.8,11.8,0.2,6.3,,17.1,,,,8.5,,1.0,,,5.2,,,4.6,,,0.4,,28.7,1.8,6.0,3.6,,0.3,30.1,1.9,0.6
2013-10-28,0.4,10.1,1.3,,10.1,0.1,0.2,,4.9,,1.0,6.5,4.0,,,0.5,,,,10.7,13.5,,2.7,0.3,,7.9,15.6,0.1,6.0,,15.0,,,,7.7,,0.3,,,15.9,,,4.5,,,0.2,,29.2,2.7,6.0,3.1,,0.3,6.0,2.0,0.9
2013-10-29,0.4,12.1,1.3,,9.3,0.1,0.2,,6.9,,0.3,7.1,3.8,,,0.2,,,,12.1,14.1,,2.0,0.4,,9.2,16.9,0.1,5.0,,11.6,,,,10.3,,0.5,,,4.8,,,6.2,,,0.2,,27.6,3.8,8.5,2.9,,0.2,2.9,1.8,0.5
2013-10-30,0.7,10.2,1.3,,11.0,0.1,0.2,,7.0,,0.3,7.4,4.8,,,0.4,,,,13.2,13.7,,1.3,0.4,,10.0,14.2,0.1,4.5,,8.9,,,,18.0,,1.0,,,5.5,,,5.9,,,0.2,,26.7,6.6,9.0,2.6,,0.1,2.3,2.5,0.1
2013-10-31,0.9,8.1,1.3,,13.2,0.1,0.2,,4.3,,1.4,7.4,5.3,,,0.7,,,,13.5,13.4,,1.0,0.5,,13.0,13.0,0.2,3.6,,14.5,,,,23.8,,1.4,,,15.0,,,6.3,,,0.1,,29.3,7.7,9.0,3.3,,0.1,1.7,3.6,0.1
2013-11-01,1.0,4.0,1.2,,14.7,0.2,0.2,,4.5,,2.3,6.6,4.9,,,0.8,,,,14.4,13.6,,2.1,0.5,,11.8,10.0,0.2,4.2,,18.7,,,,23.8,,0.9,,,5.0,,,6.8,,,0.1,,29.5,7.7,7.8,4.1,,0.1,1.6,1.9,0.1
2013-11-02,1.2,2.5,1.2,,12.3,0.2,0.2,,4.6,,0.7,5.7,3.0,,,0.5,,,,13.0,13.8,,3.0,0.6,,8.1,8.1,0.2,5.1,,17.6,,,,19.4,,0.6,,,5.24,,,6.0,,,0.2,,30.2,6.6,5.8,4.8,,0.2,1.6,3.0,0.1
2013-11-03,1.1,3.6,1.1,,10.6,0.2,0.2,,2.7,,0.7,5.1,1.9,,,0.2,,,,12.7,15.0,,2.6,0.6,,6.7,12.0,0.1,6.2,,13.9,,,,18.0,,0.4,,,4.9,,,4.8,,,0.2,,27.2,7.2,4.9,4.0,,0.2,1.8,6.5,0.3
2013-11-04,1.0,7.0,1.1,,9.8,0.1,0.2,,2.1,,0.6,6.2,1.3,,,0.0,,,,11.9,14.3,,2.1,0.6,,4.5,16.8,0.1,6.7,,10.1,,,,18.2,,0.8,,,5.5,,,9.9,,,0.2,,25.9,7.3,4.9,2.8,,0.2,1.9,8.8,0.6
2013-11-05,0.8,8.2,1.1,,10.5,0.0,0.2,,2.0,,0.5,7.1,2.3,,,0.1,,,,11.7,14.4,,1.5,0.6,,3.9,15.8,0.2,5.9,,11.2,,,,19.5,,1.5,,,16.1,,,10.0,,,0.2,,22.9,7.2,5.5,1.1,,0.1,1.9,6.1,0.2
2013-11-06,0.7,5.7,1.1,,12.7,0.0,0.2,,3.3,,0.4,7.4,4.6,,,0.0,,,,10.9,14.7,,1.2,0.5,,7.1,13.8,0.2,4.9,,14.2,,,,19.3,,2.2,,,6.9,,,10.3,,,0.1,,20.0,6.4,7.0,1.8,,0.1,1.4,0.8,0.1
2013-11-07,0.6,5.0,1.2,,14.6,2.0,0.2,,5.6,,0.4,7.4,6.0,,,0.0,,,,10.6,14.9,,1.1,0.5,,12.6,9.2,0.2,5.2,,18.3,,,,21.9,,2.0,,,15.2,,,9.3,,,0.1,,21.1,5.3,7.8,2.3,,0.1,1.2,0.7,0.3
2013-11-08,0.4,6.7,1.2,,13.1,0.2,0.2,,3.8,,0.5,7.1,4.3,,,0.2,,,,7.5,14.7,,1.4,0.5,,16.2,13.8,0.2,3.8,,19.9,,,,18.6,,1.3,,,15.7,,,8.0,,,0.2,,24.6,3.2,6.8,3.5,,0.2,1.2,0.5,0.5
2013-11-09,0.4,8.5,1.3,,11.0,0.2,0.2,,3.9,,0.7,6.4,3.8,,,0.4,,,,8.2,13.5,,2.2,0.5,,16.9,16.1,0.1,4.8,,17.6,,,,13.9,,0.9,,,11.9,,,6.7,,,0.3,,26.4,3.8,5.8,3.0,,0.1,1.2,0.4,0.6
2013-11-10,0.5,9.3,1.31,,9.3,0.2,0.2,,3.8,,0.9,6.7,3.5,,,0.7,,,,10.5,13.7,,2.8,0.5,,15.0,16.7,0.1,5.9,,14.1,,,,9.3,,0.7,,,15.0,,,6.8,,,0.2,,27.5,4.1,5.8,2.8,,0.1,7.3,0.4,0.3
2013-11-11,0.7,7.8,1.3,,11.1,0.2,0.2,,4.1,,0.4,7.0,3.9,,,0.6,,,,13.1,13.0,,2.0,0.6,,10.0,15.1,0.1,7.5,,11.2,,,,11.4,,1.2,,,5.3,,,9.0,,,0.2,,27.4,5.7,7.8,2.4,,0.1,8.2,0.4,0.1
2013-11-12,0.8,6.2,1.3,,13.1,0.1,0.2,,4.3,,0.7,6.7,4.4,,,0.3,,,,14.3,13.0,,1.3,0.6,,7.1,13.0,0.2,6.6,,10.8,,,,15.7,,1.6,,,13.1,,,7.9,,,0.1,,25.7,10.7,7.9,3.1,,0.1,6.5,0.5,0.1
2013-11-13,0.9,4.7,1.2,,15.5,0.0,0.2,,4.0,,2.3,6.3,4.2,,,0.1,,,,15.5,13.1,,1.7,0.6,,5.9,5.3,0.2,4.7,,16.1,,,,20.8,,1.9,,,9.2,,,7.0,,,0.1,,25.4,10.6,6.7,4.0,,0.1,4.3,0.6,0.1
2013-11-14,1.0,2.1,1.2,,13.4,0.0,0.2,,4.6,,1.4,6.6,2.6,,,0.0,,,,14.5,13.2,,2.4,0.6,,6.2,3.3,0.2,4.1,,19.9,,,,20.9,,1.5,,,5.3,,,5.7,,,0.1,,27.4,9.6,5.5,4.6,,0.2,2.8,0.6,0.1
2013-11-15,0.9,3.8,1.1,,11.0,0.1,0.2,,4.4,,0.5,6.0,1.5,,,0.1,,,,13.3,13.6,,2.9,0.5,,4.1,2.5,0.2,5.2,,17.8,,,,17.4,,0.8,,,10.6,,,4.9,,,0.1,,27.1,8.4,4.4,4.1,,0.2,2.6,0.5,0.2
2013-11-16,0.9,6.0,1.0,,7.8,0.0,0.2,,2.9,,0.7,4.9,0.6,,,0.2,,,,13.4,14.0,,2.6,0.4,,3.0,3.4,0.3,6.8,,14.5,,,,11.8,,0.5,,,4.9,,,7.1,,,0.2,,25.96,11.0,2.2,1.2,,0.2,2.9,0.4,0.6
2013-11-17,2.4,7.6,1.0,,9.5,0.0,0.2,,2.7,,0.6,4.9,1.2,,,0.3,,,,13.2,13.8,,2.0,0.4,,1.8,6.4,0.3,7.4,,11.1,,,,12.0,,0.9,,,4.9,,,10.6,,,0.2,,21.1,12.0,4.0,1.8,,0.1,2.8,0.4,4.1
2013-11-18,2.1,8.0,1.0,,11.7,0.0,0.2,,3.9,,0.4,5.7,3.9,,,0.2,,,,13.0,14.0,,1.5,0.3,,0.7,8.0,0.3,6.1,,10.2,,,,16.8,,1.8,,,5.1,,,10.8,,,0.2,,20.4,10.9,6.0,2.9,,0.1,2.1,0.5,3.5
